# Num : 10 Skips : 10000 Step : 0.01
# sigma : 10 R : 28 b : 2.66667
# x(0) : 0.5 y(0) : 0 z(0) : 0
-1.76624 -0.109791 22.8829
-1.61295 -0.199605 22.2834
-1.48282 -0.290001 21.7007
-1.37369 -0.38052 21.1344
-1.28355 -0.471006 20.5838
-1.21061 -0.561545 20.0485
-1.15323 -0.652419 19.528
-1.11 -0.744068 19.022
-1.07966 -0.837057 18.5299
-1.06115 -0.932055 18.0517
